2020-04-05 13:32:14-log: ui-kit@1.0.0 enable
2020-04-05 13:32:14-log: ipc@1.0.0 enable
2020-04-05 13:32:14-log: tester@1.0.0 enable
2020-04-05 13:32:14-log: preferences@1.0.0 enable
2020-04-05 13:32:16-log: engine@1.0.0 enable
2020-04-05 13:32:16-log: asset-db@1.0.0 enable
2020-04-05 13:32:16-log: console@1.0.0 enable
2020-04-05 13:32:16-log: scene@1.0.0 enable
2020-04-05 13:32:16-log: packager@1.0.0 enable
2020-04-05 13:32:16-log: project-setting@1.0.0 enable
2020-04-05 13:32:16-log: about@1.0.0 enable
2020-04-05 13:32:17-log: server@1.0.0 enable
2020-04-05 13:32:17-log: utils@1.0.0 enable
2020-04-05 13:32:17-log: profile@1.0.0 enable
2020-04-05 13:32:17-log: assets@1.0.0 enable
2020-04-05 13:32:17-log: inspector@1.0.0 enable
2020-04-05 13:32:17-log: hierarchy@1.0.0 enable
2020-04-05 13:32:17-log: preview@1.0.0 enable
2020-04-05 13:32:17-log: animator@1.0.0 enable
2020-04-05 13:32:17-log: builder@1.0.0 enable
2020-04-05 13:32:17-log: alipay-mini-game@1.0.0 enable
2020-04-05 13:32:17-log: android@1.0.0 enable
2020-04-05 13:32:18-log: baidu-mini-game@1.0.0 enable
2020-04-05 13:32:18-log: cocos-play@1.0.0 enable
2020-04-05 13:32:18-log: huawei-mini-game@1.0.0 enable
2020-04-05 13:32:18-log: ios@1.0.0 enable
2020-04-05 13:32:18-log: mac@1.0.0 enable
2020-04-05 13:32:18-log: native@1.0.0 enable
2020-04-05 13:32:18-log: oppo-mini-game@1.0.0 enable
2020-04-05 13:32:18-log: vivo-mini-game@1.0.0 enable
2020-04-05 13:32:18-log: web-desktop@1.0.0 enable
2020-04-05 13:32:18-log: web-mobile@1.0.0 enable
2020-04-05 13:32:18-log: wechatgame@1.0.0 enable
2020-04-05 13:32:18-log: windows@1.0.0 enable
2020-04-05 13:32:18-log: xiaomi-quick-game@1.0.0 enable
2020-04-05 13:32:24-warn: [Scene] Sender does not exist
2020-04-05 13:40:12-info: asset(E:\github\cocos3D\p4_4\assets\sence\game.scene) saved
2020-04-05 13:52:26-info: asset(E:\github\cocos3D\p4_4\assets\sence\game.scene) saved
2020-04-05 13:56:05-info: asset(E:\github\cocos3D\p4_4\assets\sence\game.scene) saved
2020-04-05 14:00:35-info: asset(E:\github\cocos3D\p4_4\assets\sence\game.scene) saved
2020-04-05 14:02:05-info: asset(E:\github\cocos3D\p4_4\assets\sence\game.scene) saved
2020-04-05 14:11:40-info: asset(E:\github\cocos3D\p4_4\assets\sence\game.scene) saved
2020-04-05 14:11:50-error: [preview-error]Uncaught Error: 错误 in http://localhost:7456/scripting/assets/script/tslerne.js
2020-04-05 14:11:50-error: [preview-error]Uncaught Error: 错误 in http://localhost:7456/scripting/assets/script/tslerne.js
2020-04-05 14:11:51-error: [preview-error]Uncaught Error: 错误 in http://localhost:7456/scripting/assets/script/tslerne.js
2020-04-05 14:11:51-error: [preview-error]Uncaught Error: 错误 in http://localhost:7456/scripting/assets/script/tslerne.js
2020-04-05 14:11:51-error: [preview-error]Uncaught Error: 错误 in http://localhost:7456/scripting/assets/script/tslerne.js
2020-04-05 14:11:51-error: [preview-error]Uncaught Error: 错误 in http://localhost:7456/scripting/assets/script/tslerne.js
2020-04-05 14:11:51-error: [preview-error]Uncaught Error: 错误 in http://localhost:7456/scripting/assets/script/tslerne.js
2020-04-05 14:11:51-error: [preview-error]Uncaught Error: 错误 in http://localhost:7456/scripting/assets/script/tslerne.js
2020-04-05 14:11:51-error: [preview-error]Uncaught Error: 错误 in http://localhost:7456/scripting/assets/script/tslerne.js
2020-04-05 14:11:51-error: [preview-error]Uncaught Error: 错误 in http://localhost:7456/scripting/assets/script/tslerne.js
2020-04-05 14:11:51-error: [preview-error]Uncaught Error: 错误 in http://localhost:7456/scripting/assets/script/tslerne.js
2020-04-05 14:11:51-error: [preview-error]Uncaught Error: 错误 in http://localhost:7456/scripting/assets/script/tslerne.js
2020-04-05 14:11:51-error: [preview-error]Uncaught Error: 错误 in http://localhost:7456/scripting/assets/script/tslerne.js
2020-04-05 14:11:51-error: [preview-error]Uncaught Error: 错误 in http://localhost:7456/scripting/assets/script/tslerne.js
2020-04-05 14:11:51-error: [preview-error]Uncaught Error: 错误 in http://localhost:7456/scripting/assets/script/tslerne.js
2020-04-05 14:11:52-error: [preview-error]Uncaught Error: 错误 in http://localhost:7456/scripting/assets/script/tslerne.js
2020-04-05 14:11:52-error: [preview-error]Uncaught Error: 错误 in http://localhost:7456/scripting/assets/script/tslerne.js
2020-04-05 14:11:52-error: [preview-error]Uncaught Error: 错误 in http://localhost:7456/scripting/assets/script/tslerne.js
2020-04-05 14:11:52-error: [preview-error]Uncaught Error: 错误 in http://localhost:7456/scripting/assets/script/tslerne.js
2020-04-05 14:11:52-error: [preview-error]Uncaught Error: 错误 in http://localhost:7456/scripting/assets/script/tslerne.js
2020-04-05 14:11:52-error: [preview-error]Uncaught Error: 错误 in http://localhost:7456/scripting/assets/script/tslerne.js
2020-04-05 14:11:52-error: [preview-error]Uncaught Error: 错误 in http://localhost:7456/scripting/assets/script/tslerne.js
2020-04-05 14:11:52-error: [preview-error]Uncaught Error: 错误 in http://localhost:7456/scripting/assets/script/tslerne.js
2020-04-05 14:11:52-error: [preview-error]Uncaught Error: 错误 in http://localhost:7456/scripting/assets/script/tslerne.js
2020-04-05 14:11:52-error: [preview-error]Uncaught Error: 错误 in http://localhost:7456/scripting/assets/script/tslerne.js
2020-04-05 14:11:52-error: [preview-error]Uncaught Error: 错误 in http://localhost:7456/scripting/assets/script/tslerne.js
2020-04-05 14:11:52-error: [preview-error]Uncaught Error: 错误 in http://localhost:7456/scripting/assets/script/tslerne.js
2020-04-05 14:11:52-error: [preview-error]Uncaught Error: 错误 in http://localhost:7456/scripting/assets/script/tslerne.js
2020-04-05 14:11:52-error: [preview-error]Uncaught Error: 错误 in http://localhost:7456/scripting/assets/script/tslerne.js
2020-04-05 14:11:52-error: [preview-error]Uncaught Error: 错误 in http://localhost:7456/scripting/assets/script/tslerne.js
2020-04-05 14:11:53-error: [preview-error]Uncaught Error: 错误 in http://localhost:7456/scripting/assets/script/tslerne.js
2020-04-05 14:11:53-error: [preview-error]Uncaught Error: 错误 in http://localhost:7456/scripting/assets/script/tslerne.js
2020-04-05 14:11:53-error: [preview-error]Uncaught Error: 错误 in http://localhost:7456/scripting/assets/script/tslerne.js
2020-04-05 14:11:53-error: [preview-error]Uncaught Error: 错误 in http://localhost:7456/scripting/assets/script/tslerne.js
2020-04-05 14:11:53-error: [preview-error]Uncaught Error: 错误 in http://localhost:7456/scripting/assets/script/tslerne.js
2020-04-05 14:11:53-error: [preview-error]Uncaught Error: 错误 in http://localhost:7456/scripting/assets/script/tslerne.js
2020-04-05 14:11:53-error: [preview-error]Uncaught Error: 错误 in http://localhost:7456/scripting/assets/script/tslerne.js
2020-04-05 14:11:53-error: [preview-error]Uncaught Error: 错误 in http://localhost:7456/scripting/assets/script/tslerne.js
2020-04-05 14:11:53-error: [preview-error]Uncaught Error: 错误 in http://localhost:7456/scripting/assets/script/tslerne.js
2020-04-05 14:11:53-error: [preview-error]Uncaught Error: 错误 in http://localhost:7456/scripting/assets/script/tslerne.js
2020-04-05 14:11:53-error: [preview-error]Uncaught Error: 错误 in http://localhost:7456/scripting/assets/script/tslerne.js
2020-04-05 14:11:53-error: [preview-error]Uncaught Error: 错误 in http://localhost:7456/scripting/assets/script/tslerne.js
2020-04-05 14:11:53-error: [preview-error]Uncaught Error: 错误 in http://localhost:7456/scripting/assets/script/tslerne.js
2020-04-05 14:11:53-error: [preview-error]Uncaught Error: 错误 in http://localhost:7456/scripting/assets/script/tslerne.js
2020-04-05 14:11:53-error: [preview-error]Uncaught Error: 错误 in http://localhost:7456/scripting/assets/script/tslerne.js
